Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1986","1986","t","465369531","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1987","1987","t","464509140.1","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1988","1988","t","469878678.3","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1989","1989","t","475077881.5","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1990","1990","t","478519209.1","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1991","1991","t","467574738.5","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1992","1992","t","458255742.9","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1993","1993","t","457874751.9","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1994","1994","t","459536935.7","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1995","1995","t","462031678.1","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1996","1996","t","466188581.4","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1997","1997","t","467735027","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1998","1998","t","473920428.2","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","1999","1999","t","482627049.7","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2000","2000","t","488970028.9","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2001","2001","t","496016689.1","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2002","2002","t","508677654.6","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2003","2003","t","517814702.6","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2004","2004","t","528058694.1","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2005","2005","t","544144190.2","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2006","2006","t","557983539.5","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2007","2007","t","567359360.7","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2008","2008","t","580706790.2","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2009","2009","t","586652840","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2010","2010","t","599336785.9","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2011","2011","t","613075117.5","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2012","2012","t","628347592.2","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2013","2013","t","635267191.9","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2014","2014","t","657811162.7","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2015","2015","t","671237524.3","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2016","2016","t","676319431.4","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2017","2017","t","691914667.3","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2018","2018","t","706549707.4","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2019","2019","t","720709274.6","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2020","2020","t","748966087.5","A","Official figure"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2021","2021","t","763470404.2","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2022","2022","t","769024807.5","E","Estimated value"
"EI","Emissions intensities","001","World","5510","Production","02211","Raw milk of cattle","2023","2023","t","782901752.4","E","Estimated value"
